Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Market Value (M€)
178,João Félix,pt POR,"FW,MF",Chelsea,24.0,1999,12.0,3.0,369.0,4.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.2,2.2,1.0,3.2,21.0,26.0,30.0,0.24,0.24,0.49,0.24,0.49,0.54,0.23,0.78,0.54,0.78,20.0
179,Evan Ferguson,ie IRL,FW,West Ham,19.0,2004,8.0,1.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,1.0,1.0,7.0,0.00,0.00,0.00,0.00,0.0,0.32,0.17,0.5,0.32,0.50,
180,Evan Ferguson,ie IRL,FW,Brighton,19.0,2004,13.0,2.0,246.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,1.0,2.0,1.0,9.0,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,
181,Bruno Fernandes,pt POR,MF,Manchester Utd,29.0,1994,36.0,35.0,3.018,33.5,8.0,10.0,18.0,5.0,3.0,3.0,5.0,2.0,9.9,7.6,8.5,16.1,77.0,325.0,129.0,0.24,0.30,0.54,0.15,0.45,0.30,0.25,0.55,0.23,0.48,50.0
182,Mateus Fernandes,pt POR,MF,Southampton,20.0,2004,36.0,34.0,2.909,32.3,2.0,4.0,6.0,2.0,0.0,0.0,8.0,0.0,4.0,4.0,3.0,7.0,76.0,145.0,108.0,0.06,0.12,0.19,0.06,0.19,0.12,0.09,0.22,0.12,0.22,
183,Enzo Fernández,ar ARG,MF,Chelsea,23.0,2001,36.0,32.0,2.947,32.7,6.0,7.0,13.0,6.0,0.0,0.0,8.0,0.0,6.1,6.1,6.8,12.9,60.0,212.0,126.0,0.18,0.21,0.40,0.18,0.4,0.19,0.21,0.39,0.19,0.39,75.0
184,Mark Flekken,nl NED,GK,Brentford,31.0,1993,37.0,37.0,3.275,36.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,0.00,0.01,0.01,0.00,0.01,
185,Phil Foden,eng ENG,"MF,FW",Manchester City,24.0,2000,28.0,20.0,1.777,19.7,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.2,5.2,4.8,9.9,50.0,103.0,128.0,0.35,0.10,0.46,0.35,0.46,0.26,0.24,0.5,0.26,0.50,100.0
186,Wesley Fofana,fr FRA,DF,Chelsea,23.0,2000,14.0,14.0,1.172,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,0.4,0.8,19.0,32.0,4.0,0.00,0.00,0.00,0.00,0.0,0.03,0.03,0.07,0.03,0.06,25.0
187,Carlos Forbs,pt POR,"MF,FW",Wolves,20.0,2004,10.0,1.0,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.2,10.0,8.0,28.0,0.00,0.00,0.00,0.00,0.0,0.05,0.01,0.07,0.05,0.07,
188,Fraser Forster,eng ENG,GK,Tottenham,36.0,1988,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
189,Matheus França,br BRA,"MF,FW",Crystal Palace,20.0,2004,4.0,0.0,55.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,4.0,1.64,0.00,1.64,1.64,1.64,0.42,0.00,0.42,0.42,0.42,
190,Ryan Fraser,sct SCO,"FW,DF",Southampton,30.0,1994,8.0,4.0,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,10.0,8.0,18.0,0.00,0.00,0.00,0.00,0.0,0.01,0.03,0.04,0.01,0.04,
191,Tyler Fredricson,eng ENG,DF,Manchester Utd,19.0,2005,2.0,2.0,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
192,Niclas Füllkrug,de GER,FW,West Ham,31.0,1993,18.0,6.0,790.0,8.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.9,4.1,7.0,14.0,31.0,0.34,0.23,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,
193,Cody Gakpo,nl NED,FW,Liverpool,25.0,1999,35.0,23.0,1.935,21.5,10.0,4.0,14.0,10.0,0.0,0.0,5.0,0.0,7.1,7.1,4.4,11.5,59.0,52.0,278.0,0.47,0.19,0.65,0.47,0.65,0.33,0.20,0.53,0.33,0.53,70.0
194,Idrissa Gana Gueye,sn SEN,MF,Everton,34.0,1989,37.0,35.0,3.063,34.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,1.1,1.1,1.7,2.8,27.0,145.0,27.0,0.00,0.09,0.09,0.00,0.09,0.03,0.05,0.08,0.03,0.08,
195,Andrés García,es ESP,"DF,MF",Aston Villa,21.0,2003,7.0,5.0,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,26.0,15.0,28.0,0.00,0.00,0.00,0.00,0.0,0.01,0.05,0.06,0.01,0.06,
196,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,20.0,2004,36.0,23.0,2.199,24.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,7.3,7.3,4.5,11.8,141.0,56.0,290.0,0.25,0.08,0.33,0.25,0.33,0.30,0.19,0.48,0.30,0.48,45.0
197,James Garner,eng ENG,"MF,DF",Everton,23.0,2001,21.0,17.0,1.594,17.7,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.4,2.1,15.0,50.0,30.0,0.00,0.06,0.06,0.00,0.06,0.04,0.08,0.12,0.04,0.12,18.0
198,Tyrique George,eng ENG,FW,Chelsea,18.0,2006,8.0,1.0,183.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,9.0,3.0,22.0,0.49,0.49,0.98,0.49,0.98,0.10,0.36,0.46,0.10,0.46,
199,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,24.0,2000,34.0,34.0,2.803,31.1,7.0,8.0,15.0,7.0,0.0,0.0,11.0,1.0,6.3,6.3,5.0,11.2,69.0,164.0,136.0,0.22,0.26,0.48,0.22,0.48,0.20,0.16,0.36,0.20,0.36,50.0
200,Billy Gilmour,sct SCO,MF,Brighton,23.0,2001,2.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,11.0,2.0,0.00,0.00,0.00,0.00,0.0,0.07,0.00,0.07,0.07,0.07,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
201,Ben Godfrey,eng ENG,DF,Ipswich Town,26.0,1998,3.0,2.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
202,Martial Godo,eng ENG,"FW,DF",Fulham,21.0,2003,2.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.00,0.00,0.00,0.00,0.0,0.00,0.21,0.21,0.00,0.21,
203,Michael Golding,eng ENG,MF,Leicester City,18.0,2006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
204,João Gomes,br BRA,MF,Wolves,23.0,2001,36.0,35.0,2.974,33.0,3.0,1.0,4.0,3.0,0.0,0.0,11.0,1.0,2.9,2.9,1.2,4.1,59.0,165.0,76.0,0.09,0.03,0.12,0.09,0.12,0.09,0.04,0.12,0.09,0.12,40.0
205,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21.0,2003,25.0,7.0,810.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,23.0,27.0,81.0,0.22,0.00,0.22,0.22,0.22,0.08,0.10,0.18,0.08,0.18,15.0
206,Toti Gomes,pt POR,DF,Wolves,25.0,1999,31.0,30.0,2.614,29.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.9,1.7,27.0,86.0,18.0,0.00,0.03,0.03,0.00,0.03,0.03,0.03,0.06,0.03,0.06,
207,Diego Gómez,py PAR,MF,Brighton,21.0,2003,16.0,4.0,516.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,8.0,27.0,23.0,0.17,0.00,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28,
208,Joe Gomez,eng ENG,DF,Liverpool,27.0,1997,9.0,6.0,519.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,5.0,35.0,2.0,0.00,0.00,0.00,0.00,0.0,0.06,0.02,0.08,0.06,0.08,20.0
209,Nicolás González,es ESP,MF,Manchester City,22.0,2002,11.0,9.0,760.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.1,0.5,9.0,50.0,11.0,0.12,0.00,0.12,0.12,0.12,0.06,0.01,0.06,0.06,0.06,
210,Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,23.0,2001,34.0,28.0,2.434,27.0,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,8.0,6.5,5.0,11.4,121.0,98.0,214.0,0.22,0.18,0.41,0.18,0.37,0.30,0.18,0.48,0.24,0.42,65.0
211,Ryan Gravenberch,nl NED,MF,Liverpool,22.0,2002,37.0,37.0,3.16,35.1,0.0,4.0,4.0,0.0,0.0,0.0,6.0,1.0,1.1,1.1,3.1,4.2,70.0,181.0,55.0,0.00,0.11,0.11,0.00,0.11,0.03,0.09,0.12,0.03,0.12,75.0
212,Archie Gray,eng ENG,"DF,MF",Tottenham,18.0,2006,28.0,19.0,1.751,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,7.0,40.0,17.0,0.00,0.00,0.00,0.00,0.0,0.00,0.01,0.01,0.00,0.01,38.0
213,Jack Grealish,eng ENG,"FW,MF",Manchester City,28.0,1995,20.0,7.0,721.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,1.8,3.0,69.0,52.0,118.0,0.12,0.12,0.25,0.12,0.25,0.14,0.23,0.37,0.14,0.37,28.0
214,Jacob Greaves,eng ENG,DF,Ipswich Town,23.0,2000,25.0,25.0,2.205,24.5,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.3,1.3,0.3,1.6,11.0,69.0,11.0,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,
215,Brajan Gruda,de GER,"MF,FW",Brighton,20.0,2004,21.0,8.0,687.0,7.6,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,2.1,3.3,22.0,26.0,57.0,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43,25.0
216,Albert Grønbaek,dk DEN,"FW,MF",Southampton,23.0,2001,4.0,2.0,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.00,0.00,0.00,0.00,0.0,0.07,0.01,0.08,0.07,0.08,
217,Gonçalo Guedes,pt POR,"MF,FW",Wolves,27.0,1996,29.0,10.0,995.0,11.1,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,3.2,3.2,1.3,4.5,41.0,40.0,79.0,0.18,0.36,0.54,0.18,0.54,0.29,0.11,0.4,0.29,0.40,
218,Marc Guéhi,eng ENG,DF,Crystal Palace,24.0,2000,34.0,34.0,3.059,34.0,3.0,2.0,5.0,3.0,0.0,0.0,9.0,1.0,2.0,2.0,1.8,3.7,22.0,134.0,10.0,0.09,0.06,0.15,0.09,0.15,0.06,0.05,0.11,0.06,0.11,45.0
219,Luis Guilherme,br BRA,"MF,FW",West Ham,18.0,2006,12.0,1.0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,5.0,16.0,0.00,0.00,0.00,0.00,0.0,0.25,0.05,0.3,0.25,0.30,15.0
220,Bruno Guimarães,br BRA,MF,Newcastle Utd,26.0,1997,38.0,38.0,3.271,36.3,5.0,6.0,11.0,5.0,0.0,0.0,7.0,0.0,4.3,4.3,6.1,10.4,64.0,271.0,96.0,0.14,0.17,0.30,0.14,0.3,0.12,0.17,0.29,0.12,0.29,80.0
221,Marc Guiu,es ESP,FW,Chelsea,18.0,2006,3.0,0.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00,0.00,0.00,0.00,0.0,0.00,0.04,0.04,0.00,0.04,
222,İlkay Gündoğan,de GER,MF,Manchester City,33.0,1990,33.0,25.0,2.223,24.7,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,3.2,3.2,3.5,6.7,64.0,127.0,96.0,0.04,0.24,0.28,0.04,0.28,0.13,0.14,0.27,0.13,0.27,
223,Malo Gusto,fr FRA,DF,Chelsea,21.0,2003,32.0,19.0,1.862,20.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.7,1.7,1.4,3.1,50.0,119.0,85.0,0.00,0.05,0.05,0.00,0.05,0.08,0.07,0.15,0.08,0.15,35.0
224,Joško Gvardiol,hr CRO,DF,Manchester City,22.0,2002,37.0,36.0,3.277,36.4,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,4.6,4.3,2.1,6.3,91.0,264.0,121.0,0.14,0.00,0.14,0.14,0.14,0.13,0.06,0.18,0.12,0.17,
225,Erling Haaland,no NOR,FW,Manchester City,24.0,2000,31.0,31.0,2.736,30.4,22.0,3.0,25.0,19.0,3.0,4.0,2.0,0.0,22.0,18.8,3.0,21.8,24.0,20.0,124.0,0.72,0.10,0.82,0.62,0.72,0.72,0.10,0.82,0.62,0.72,180.0
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
226,Lewis Hall,eng ENG,DF,Newcastle Utd,19.0,2004,27.0,24.0,2.189,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.3,4.7,41.0,123.0,80.0,0.00,0.16,0.16,0.00,0.16,0.02,0.18,0.19,0.02,0.19,32.0
227,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,22.0,2002,11.0,0.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.4,4.0,3.0,14.0,0.00,0.00,0.00,0.00,0.0,0.24,0.05,0.28,0.24,0.28,
228,Marcus Harness,eng ENG,MF,Ipswich Town,28.0,1996,2.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
229,Jack Harrison,eng ENG,FW,Everton,27.0,1996,34.0,24.0,2.076,23.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,3.5,3.7,7.2,73.0,51.0,127.0,0.04,0.00,0.04,0.04,0.04,0.15,0.16,0.31,0.15,0.31,14.0
230,Taylor Harwood-Bellis,eng ENG,DF,Southampton,22.0,2002,34.0,32.0,2.825,31.4,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.8,1.8,1.0,2.8,29.0,125.0,9.0,0.03,0.00,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,
231,Kai Havertz,de GER,"FW,MF",Arsenal,25.0,1999,23.0,21.0,1.875,20.8,9.0,3.0,12.0,9.0,0.0,0.0,5.0,0.0,9.5,9.5,2.4,12.0,35.0,61.0,113.0,0.43,0.14,0.58,0.43,0.58,0.46,0.12,0.57,0.46,0.57,65.0
232,Ayden Heaven,eng ENG,DF,Manchester Utd,17.0,2006,4.0,2.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,1.0,7.0,1.0,0.00,0.00,0.00,0.00,0.0,0.07,0.01,0.08,0.07,0.08,
233,Jan Paul van Hecke,nl NED,DF,Brighton,24.0,2000,34.0,33.0,2.958,32.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1.3,1.3,1.5,2.8,55.0,228.0,5.0,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,32.0
234,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,28.0,1996,21.0,5.0,661.0,7.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.9,15.0,12.0,42.0,0.27,0.00,0.27,0.27,0.27,0.11,0.02,0.13,0.11,0.13,
235,Dean Henderson,eng ENG,GK,Crystal Palace,27.0,1997,38.0,38.0,3.42,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,20.0
236,Rico Henry,eng ENG,DF,Brentford,27.0,1997,5.0,0.0,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,15.0
237,Mads Hermansen,dk DEN,GK,Leicester City,24.0,2000,27.0,27.0,2.385,26.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
238,Son Heung-min,kr KOR,FW,Tottenham,32.0,1992,30.0,24.0,2.11,23.4,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,7.2,5.7,8.2,13.9,96.0,111.0,265.0,0.30,0.38,0.68,0.26,0.64,0.31,0.35,0.66,0.24,0.59,
239,James Hill,eng ENG,DF,Bournemouth,22.0,2002,10.0,6.0,448.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,3.0,16.0,8.0,0.00,0.20,0.20,0.00,0.2,0.06,0.05,0.11,0.06,0.11,
240,Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19.0,2005,26.0,22.0,1.842,20.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,2.7,2.7,1.5,4.2,19.0,68.0,54.0,0.24,0.10,0.34,0.24,0.34,0.13,0.07,0.21,0.13,0.21,24.0
241,George Hirst,sct SCO,FW,Ipswich Town,25.0,1999,26.0,5.0,661.0,7.3,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.1,2.1,0.3,2.5,9.0,13.0,31.0,0.41,0.14,0.54,0.41,0.54,0.29,0.05,0.34,0.29,0.34,
242,Mason Holgate,jm JAM,"FW,DF",Everton,27.0,1996,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
243,Harry Howell,eng ENG,FW,Brighton,15.0,2008,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
244,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,23.0,2000,31.0,25.0,2.194,24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,2.5,2.5,2.7,5.2,130.0,71.0,189.0,0.21,0.08,0.29,0.21,0.29,0.10,0.11,0.21,0.10,0.21,25.0
245,Will Hughes,eng ENG,MF,Crystal Palace,29.0,1995,33.0,24.0,2.108,23.4,0.0,3.0,3.0,0.0,0.0,0.0,11.0,0.0,1.1,1.1,3.1,4.2,20.0,87.0,27.0,0.00,0.13,0.13,0.00,0.13,0.05,0.13,0.18,0.05,0.18,
246,Dean Huijsen,es ESP,DF,Bournemouth,19.0,2005,32.0,26.0,2.427,27.0,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,1.9,1.9,2.0,3.9,41.0,132.0,10.0,0.11,0.07,0.19,0.11,0.19,0.07,0.08,0.14,0.07,0.14,
247,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,20.0,2003,31.0,30.0,2.583,28.7,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,2.9,2.9,3.5,6.4,97.0,75.0,159.0,0.10,0.07,0.17,0.10,0.17,0.10,0.12,0.22,0.10,0.22,
248,Rasmus Højlund,dk DEN,FW,Manchester Utd,21.0,2003,32.0,23.0,2.004,22.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,5.3,5.3,1.8,7.1,28.0,18.0,101.0,0.18,0.00,0.18,0.18,0.18,0.24,0.08,0.32,0.24,0.32,35.0
249,Igor,br BRA,DF,Brighton,26.0,1998,13.0,10.0,961.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,9.0,49.0,1.0,0.00,0.00,0.00,0.00,0.0,0.00,0.02,0.02,0.00,0.02,20.0
250,Danny Ings,eng ENG,"FW,MF",West Ham,32.0,1992,15.0,1.0,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,1.3,3.5,6.0,5.0,29.0,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,
Rk,Player,Nation,Pos,Squad,,Born,,,,,,,,,,,,,,,,,,,,Gls,Ast,G+A,G-PK,,xG,xAG,,npxG,npxG+xAG,
251,Tim Iroegbunam,eng ENG,MF,Everton,21.0,2003,18.0,5.0,574.0,6.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.2,0.4,8.0,15.0,9.0,0.00,0.16,0.16,0.00,0.16,0.04,0.03,0.07,0.04,0.07,
252,Andy Irving,sct SCO,MF,West Ham,24.0,2000,10.0,1.0,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.4,0.0,9.0,4.0,0.00,0.00,0.00,0.00,0.0,0.06,0.13,0.19,0.06,0.19,
253,Alexander Isak,se SWE,FW,Newcastle Utd,24.0,1999,34.0,34.0,2.756,30.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,20.3,17.2,4.3,21.6,83.0,88.0,217.0,0.75,0.20,0.95,0.62,0.82,0.66,0.14,0.81,0.56,0.70,120.0
254,Alex Iwobi,ng NGA,"FW,MF",Fulham,28.0,1996,38.0,35.0,2.981,33.1,9.0,6.0,15.0,9.0,0.0,0.0,1.0,0.0,4.7,4.7,7.0,11.8,144.0,213.0,246.0,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,28.0
255,Nicolas Jackson,sn SEN,FW,Chelsea,23.0,2001,30.0,28.0,2.22,24.7,10.0,5.0,15.0,10.0,0.0,0.0,7.0,1.0,12.3,12.3,4.3,16.6,47.0,38.0,129.0,0.41,0.20,0.61,0.41,0.61,0.50,0.17,0.67,0.50,0.67,50.0
256,Reece James,eng ENG,"DF,MF",Chelsea,24.0,1999,19.0,12.0,1.063,11.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.7,1.1,7.0,64.0,12.0,0.08,0.08,0.17,0.08,0.17,0.04,0.06,0.1,0.04,0.10,30.0
257,Vitaly Janelt,de GER,MF,Brentford,26.0,1998,32.0,27.0,2.254,25.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,2.2,3.0,17.0,80.0,38.0,0.04,0.12,0.16,0.04,0.16,0.03,0.09,0.12,0.03,0.12,20.0
258,Vitezslav Jaros,cz CZE,GK,Liverpool,23.0,2001,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
259,Daniel Jebbison,ca CAN,FW,Bournemouth,20.0,2003,16.0,0.0,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,4.0,3.0,16.0,0.76,0.00,0.76,0.76,0.76,0.75,0.15,0.9,0.75,0.90,
260,Mathias Jensen,dk DEN,MF,Brentford,28.0,1996,24.0,8.0,862.0,9.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.7,1.9,6.0,61.0,27.0,0.00,0.21,0.21,0.00,0.21,0.03,0.17,0.2,0.03,0.20,14.0
261,Gabriel Jesus,br BRA,FW,Arsenal,27.0,1997,17.0,6.0,608.0,6.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.7,3.7,15.0,19.0,57.0,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,32.0
262,Raúl Jiménez,mx MEX,FW,Fulham,33.0,1991,38.0,30.0,2.494,27.7,12.0,3.0,15.0,9.0,3.0,3.0,4.0,0.0,12.0,9.6,3.3,12.9,35.0,62.0,125.0,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,
263,Kim Jisoo,kr KOR,DF,Brentford,19.0,2004,3.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.00,0.00,
264,João Pedro,br BRA,"FW,MF",Brighton,22.0,2001,27.0,23.0,1.948,21.6,10.0,6.0,16.0,5.0,5.0,5.0,4.0,1.0,8.9,5.0,5.0,10.0,66.0,78.0,128.0,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,50.0
265,Joelinton,br BRA,"MF,FW",Newcastle Utd,27.0,1996,29.0,29.0,2.393,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,3.9,3.9,2.5,6.4,40.0,116.0,110.0,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,35.0
266,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,24.0,2000,23.0,14.0,1.354,15.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,1.3,2.3,16.0,27.0,33.0,0.07,0.13,0.20,0.07,0.2,0.07,0.09,0.16,0.07,0.16,
